servicio,sexo,año,n,edad
Iquique y Tarapaca,M,2015,9882,0-5
Antofagasta,M,2015,14328,0-5
Atacama,M,2015,8655,0-5
Coquimbo,M,2015,22373,0-5
Viña del Mar y Quillota,M,2015,23093,0-5
Valparaiso y San Antonio,M,2015,13395,0-5
Aconcagua,M,2015,7942,0-5
Libertador B. O'Higgins,M,2015,23129,0-5
Maule,M,2015,27334,0-5
Concepcion,M,2015,15768,0-5
Talcahuano,M,2015,9267,0-5
Arauco,M,2015,4913,0-5
Bio-Bio y Los Angeles,M,2015,10404,0-5
Ñuble,M,2015,11908,0-5
Araucanía Sur,M,2015,20175,0-5
Araucanía Norte,M,2015,5561,0-5
Reloncavi,M,2015,10321,0-5
Chiloé,M,2015,4283,0-5
Osorno,M,2015,6077,0-5
Valdivia,M,2015,9975,0-5
Aysen,M,2015,2365,0-5
Magallanes,M,2015,3548,0-5
Metropolitano Central,M,2015,23108,0-5
Metropolitano Norte,M,2015,22851,0-5
Metropolitano Oriente,M,2015,14051,0-5
Metropolitano Sur-Oriente,M,2015,36555,0-5
Metropolitano Sur,M,2015,30317,0-5
Metropolitano Occidente,M,2015,31927,0-5
Arica y Parinacota,M,2015,6491,5-15
Iquique y Tarapaca,M,2015,10117,5-15
Antofagasta,M,2015,13887,5-15
Atacama,M,2015,9256,5-15
Coquimbo,M,2015,22664,5-15
Viña del Mar y Quillota,M,2015,23810,5-15
Valparaiso y San Antonio,M,2015,13550,5-15
Aconcagua,M,2015,7764,5-15
Libertador B. O'Higgins,M,2015,25355,5-15
Maule,M,2015,30508,5-15
Concepcion,M,2015,16590,5-15
Talcahuano,M,2015,9765,5-15
Arauco,M,2015,5574,5-15
Bio-Bio y Los Angeles,M,2015,12762,5-15
Ñuble,M,2015,13259,5-15
Araucanía Sur,M,2015,22096,5-15
Araucanía Norte,M,2015,5707,5-15
Reloncavi,M,2015,12727,5-15
Chiloé,M,2015,5424,5-15
Osorno,M,2015,7385,5-15
Valdivia,M,2015,10763,5-15
Aysen,M,2015,3116,5-15
Magallanes,M,2015,3956,5-15
Metropolitano Central,M,2015,23059,5-15
Metropolitano Norte,M,2015,25017,5-15
Metropolitano Oriente,M,2015,15579,5-15
Metropolitano Sur-Oriente,M,2015,39900,5-15
Metropolitano Sur,M,2015,32949,5-15
Metropolitano Occidente,M,2015,35400,5-15
Arica y Parinacota,M,2015,6135,5-15
Iquique y Tarapaca,M,2015,9073,5-15
Antofagasta,M,2015,13030,5-15
Atacama,M,2015,8665,5-15
Coquimbo,M,2015,21185,5-15
Viña del Mar y Quillota,M,2015,23766,5-15
Valparaiso y San Antonio,M,2015,13523,5-15
Aconcagua,M,2015,7614,5-15
Libertador B. O'Higgins,M,2015,24969,5-15
Maule,M,2015,30169,5-15
Concepcion,M,2015,16070,5-15
Talcahuano,M,2015,9641,5-15
Arauco,M,2015,5757,5-15
Bio-Bio y Los Angeles,M,2015,12537,5-15
Ñuble,M,2015,13642,5-15
Araucanía Sur,M,2015,22245,5-15
Araucanía Norte,M,2015,6206,5-15
Reloncavi,M,2015,12645,5-15
Chiloé,M,2015,5994,5-15
Osorno,M,2015,7317,5-15
Valdivia,M,2015,10638,5-15
Aysen,M,2015,3090,5-15
Magallanes,M,2015,3757,5-15
Metropolitano Central,M,2015,22200,5-15
Metropolitano Norte,M,2015,24426,5-15
Metropolitano Oriente,M,2015,15721,5-15
Metropolitano Sur-Oriente,M,2015,39539,5-15
Metropolitano Sur,M,2015,31479,5-15
Metropolitano Occidente,M,2015,34618,5-15
Arica y Parinacota,M,2015,6476,15-25
Iquique y Tarapaca,M,2015,9265,15-25
Antofagasta,M,2015,14872,15-25
Atacama,M,2015,9049,15-25
Coquimbo,M,2015,22815,15-25
Viña del Mar y Quillota,M,2015,26924,15-25
Valparaiso y San Antonio,M,2015,14883,15-25
Aconcagua,M,2015,8456,15-25
Libertador B. O'Higgins,M,2015,27463,15-25
Maule,M,2015,32875,15-25
Concepcion,M,2015,17846,15-25
Talcahuano,M,2015,10876,15-25
Arauco,M,2015,6273,15-25
Bio-Bio y Los Angeles,M,2015,13944,15-25
Ñuble,M,2015,15420,15-25
Araucanía Sur,M,2015,24997,15-25
Araucanía Norte,M,2015,6843,15-25
Reloncavi,M,2015,13303,15-25
Chiloé,M,2015,6428,15-25
Osorno,M,2015,7896,15-25
Valdivia,M,2015,11697,15-25
Aysen,M,2015,3100,15-25
Magallanes,M,2015,4170,15-25
Metropolitano Central,M,2015,24119,15-25
Metropolitano Norte,M,2015,25461,15-25
Metropolitano Oriente,M,2015,17526,15-25
Metropolitano Sur-Oriente,M,2015,43358,15-25
Metropolitano Sur,M,2015,34946,15-25
Metropolitano Occidente,M,2015,38213,15-25
Arica y Parinacota,M,2015,5613,15-25
Iquique y Tarapaca,M,2015,8141,15-25
Antofagasta,M,2015,13654,15-25
Atacama,M,2015,8764,15-25
Coquimbo,M,2015,21225,15-25
Viña del Mar y Quillota,M,2015,24626,15-25
Valparaiso y San Antonio,M,2015,13872,15-25
Aconcagua,M,2015,7644,15-25
Libertador B. O'Higgins,M,2015,25030,15-25
Maule,M,2015,29933,15-25
Concepcion,M,2015,17033,15-25
Talcahuano,M,2015,10202,15-25
Arauco,M,2015,5422,15-25
Bio-Bio y Los Angeles,M,2015,12711,15-25
Ñuble,M,2015,13710,15-25
Araucanía Sur,M,2015,22401,15-25
Araucanía Norte,M,2015,6128,15-25
Reloncavi,M,2015,11287,15-25
Chiloé,M,2015,5382,15-25
Osorno,M,2015,7051,15-25
Valdivia,M,2015,10810,15-25
Aysen,M,2015,2929,15-25
Magallanes,M,2015,3843,15-25
Metropolitano Central,M,2015,21622,15-25
Metropolitano Norte,M,2015,21158,15-25
Metropolitano Oriente,M,2015,15819,15-25
Metropolitano Sur-Oriente,M,2015,37460,15-25
Metropolitano Sur,M,2015,29690,15-25
Metropolitano Occidente,M,2015,33286,15-25
Arica y Parinacota,M,2015,5076,25-35
Iquique y Tarapaca,M,2015,8075,25-35
Antofagasta,M,2015,13822,25-35
Atacama,M,2015,8120,25-35
Coquimbo,M,2015,20551,25-35
Viña del Mar y Quillota,M,2015,24075,25-35
Valparaiso y San Antonio,M,2015,13623,25-35
Aconcagua,M,2015,7515,25-35
Libertador B. O'Higgins,M,2015,24496,25-35
Maule,M,2015,28083,25-35
Concepcion,M,2015,16501,25-35
Talcahuano,M,2015,9892,25-35
Arauco,M,2015,5297,25-35
Bio-Bio y Los Angeles,M,2015,11307,25-35
Ñuble,M,2015,12933,25-35
Araucanía Sur,M,2015,20219,25-35
Araucanía Norte,M,2015,5726,25-35
Reloncavi,M,2015,10802,25-35
Chiloé,M,2015,4677,25-35
Osorno,M,2015,6605,25-35
Valdivia,M,2015,9296,25-35
Aysen,M,2015,2843,25-35
Magallanes,M,2015,3994,25-35
Metropolitano Central,M,2015,22701,25-35
Metropolitano Norte,M,2015,20275,25-35
Metropolitano Oriente,M,2015,15317,25-35
Metropolitano Sur-Oriente,M,2015,34663,25-35
Metropolitano Sur,M,2015,28467,25-35
Metropolitano Occidente,M,2015,31031,25-35
Arica y Parinacota,M,2015,4226,25-35
Iquique y Tarapaca,M,2015,7509,25-35
Antofagasta,M,2015,12395,25-35
Atacama,M,2015,6945,25-35
Coquimbo,M,2015,17941,25-35
Viña del Mar y Quillota,M,2015,21193,25-35
Valparaiso y San Antonio,M,2015,12127,25-35
Aconcagua,M,2015,6574,25-35
Libertador B. O'Higgins,M,2015,20866,25-35
Maule,M,2015,23985,25-35
Concepcion,M,2015,14144,25-35
Talcahuano,M,2015,8305,25-35
Arauco,M,2015,4679,25-35
Bio-Bio y Los Angeles,M,2015,9966,25-35
Ñuble,M,2015,10960,25-35
Araucanía Sur,M,2015,17494,25-35
Araucanía Norte,M,2015,4914,25-35
Reloncavi,M,2015,9498,25-35
Chiloé,M,2015,4377,25-35
Osorno,M,2015,5791,25-35
Valdivia,M,2015,7659,25-35
Aysen,M,2015,2540,25-35
Magallanes,M,2015,3645,25-35
Metropolitano Central,M,2015,21409,25-35
Metropolitano Norte,M,2015,18564,25-35
Metropolitano Oriente,M,2015,13530,25-35
Metropolitano Sur-Oriente,M,2015,30683,25-35
Metropolitano Sur,M,2015,25698,25-35
Metropolitano Occidente,M,2015,27627,25-35
Arica y Parinacota,M,2015,3565,35-45
Iquique y Tarapaca,M,2015,6822,35-45
Antofagasta,M,2015,11388,35-45
Atacama,M,2015,6424,35-45
Coquimbo,M,2015,16492,35-45
Viña del Mar y Quillota,M,2015,18912,35-45
Valparaiso y San Antonio,M,2015,11445,35-45
Aconcagua,M,2015,6140,35-45
Libertador B. O'Higgins,M,2015,20825,35-45
Maule,M,2015,23474,35-45
Concepcion,M,2015,12636,35-45
Talcahuano,M,2015,7606,35-45
Arauco,M,2015,4673,35-45
Bio-Bio y Los Angeles,M,2015,9516,35-45
Ñuble,M,2015,10285,35-45
Araucanía Sur,M,2015,15997,35-45
Araucanía Norte,M,2015,4425,35-45
Reloncavi,M,2015,9220,35-45
Chiloé,M,2015,4559,35-45
Osorno,M,2015,5704,35-45
Valdivia,M,2015,7093,35-45
Aysen,M,2015,2434,35-45
Magallanes,M,2015,3467,35-45
Metropolitano Central,M,2015,19687,35-45
Metropolitano Norte,M,2015,17734,35-45
Metropolitano Oriente,M,2015,13122,35-45
Metropolitano Sur-Oriente,M,2015,27768,35-45
Metropolitano Sur,M,2015,23277,35-45
Metropolitano Occidente,M,2015,26273,35-45
Arica y Parinacota,M,2015,4005,35-45
Iquique y Tarapaca,M,2015,6702,35-45
Antofagasta,M,2015,11888,35-45
Atacama,M,2015,6978,35-45
Coquimbo,M,2015,17939,35-45
Viña del Mar y Quillota,M,2015,19761,35-45
Valparaiso y San Antonio,M,2015,12171,35-45
Aconcagua,M,2015,6351,35-45
Libertador B. O'Higgins,M,2015,22812,35-45
Maule,M,2015,25933,35-45
Concepcion,M,2015,14740,35-45
Talcahuano,M,2015,8730,35-45
Arauco,M,2015,4982,35-45
Bio-Bio y Los Angeles,M,2015,10606,35-45
Ñuble,M,2015,12476,35-45
Araucanía Sur,M,2015,18671,35-45
Araucanía Norte,M,2015,5009,35-45
Reloncavi,M,2015,10641,35-45
Chiloé,M,2015,4957,35-45
Osorno,M,2015,6465,35-45
Valdivia,M,2015,7979,35-45
Aysen,M,2015,2508,35-45
Magallanes,M,2015,3729,35-45
Metropolitano Central,M,2015,20821,35-45
Metropolitano Norte,M,2015,20417,35-45
Metropolitano Oriente,M,2015,15029,35-45
Metropolitano Sur-Oriente,M,2015,31387,35-45
Metropolitano Sur,M,2015,26066,35-45
Metropolitano Occidente,M,2015,30319,35-45
Arica y Parinacota,M,2015,3797,45-55
Iquique y Tarapaca,M,2015,6350,45-55
Antofagasta,M,2015,10977,45-55
Atacama,M,2015,7303,45-55
Coquimbo,M,2015,18313,45-55
Viña del Mar y Quillota,M,2015,20923,45-55
Valparaiso y San Antonio,M,2015,12510,45-55
Aconcagua,M,2015,6548,45-55
Libertador B. O'Higgins,M,2015,23980,45-55
Maule,M,2015,27690,45-55
Concepcion,M,2015,15812,45-55
Talcahuano,M,2015,9748,45-55
Arauco,M,2015,5061,45-55
Bio-Bio y Los Angeles,M,2015,11417,45-55
Ñuble,M,2015,13703,45-55
Araucanía Sur,M,2015,19332,45-55
Araucanía Norte,M,2015,5568,45-55
Reloncavi,M,2015,11038,45-55
Chiloé,M,2015,5104,45-55
Osorno,M,2015,6729,45-55
Valdivia,M,2015,9108,45-55
Aysen,M,2015,2513,45-55
Magallanes,M,2015,3852,45-55
Metropolitano Central,M,2015,20866,45-55
Metropolitano Norte,M,2015,20362,45-55
Metropolitano Oriente,M,2015,15118,45-55
Metropolitano Sur-Oriente,M,2015,31287,45-55
Metropolitano Sur,M,2015,26972,45-55
Metropolitano Occidente,M,2015,29612,45-55
Arica y Parinacota,M,2015,3898,45-55
Iquique y Tarapaca,M,2015,6559,45-55
Antofagasta,M,2015,11355,45-55
Atacama,M,2015,7409,45-55
Coquimbo,M,2015,17961,45-55
Viña del Mar y Quillota,M,2015,22812,45-55
Valparaiso y San Antonio,M,2015,13339,45-55
Aconcagua,M,2015,7111,45-55
Libertador B. O'Higgins,M,2015,24808,45-55
Maule,M,2015,29027,45-55
Concepcion,M,2015,16180,45-55
Talcahuano,M,2015,10431,45-55
Arauco,M,2015,4972,45-55
Bio-Bio y Los Angeles,M,2015,11336,45-55
Ñuble,M,2015,14002,45-55
Araucanía Sur,M,2015,18936,45-55
Araucanía Norte,M,2015,5797,45-55
Reloncavi,M,2015,10452,45-55
Chiloé,M,2015,4916,45-55
Osorno,M,2015,6895,45-55
Valdivia,M,2015,9755,45-55
Aysen,M,2015,2527,45-55
Magallanes,M,2015,4047,45-55
Metropolitano Central,M,2015,23314,45-55
Metropolitano Norte,M,2015,20722,45-55
Metropolitano Oriente,M,2015,16258,45-55
Metropolitano Sur-Oriente,M,2015,34304,45-55
Metropolitano Sur,M,2015,29575,45-55
Metropolitano Occidente,M,2015,31596,45-55
Arica y Parinacota,M,2015,3422,55-65
Iquique y Tarapaca,M,2015,5992,55-65
Antofagasta,M,2015,9939,55-65
Atacama,M,2015,6294,55-65
Coquimbo,M,2015,16025,55-65
Viña del Mar y Quillota,M,2015,20526,55-65
Valparaiso y San Antonio,M,2015,12257,55-65
Aconcagua,M,2015,6022,55-65
Libertador B. O'Higgins,M,2015,21181,55-65
Maule,M,2015,24765,55-65
Concepcion,M,2015,13956,55-65
Talcahuano,M,2015,9064,55-65
Arauco,M,2015,4266,55-65
Bio-Bio y Los Angeles,M,2015,9442,55-65
Ñuble,M,2015,11957,55-65
Araucanía Sur,M,2015,16308,55-65
Araucanía Norte,M,2015,5099,55-65
Reloncavi,M,2015,8543,55-65
Chiloé,M,2015,3810,55-65
Osorno,M,2015,5839,55-65
Valdivia,M,2015,8240,55-65
Aysen,M,2015,2148,55-65
Magallanes,M,2015,3978,55-65
Metropolitano Central,M,2015,20803,55-65
Metropolitano Norte,M,2015,17467,55-65
Metropolitano Oriente,M,2015,14423,55-65
Metropolitano Sur-Oriente,M,2015,31269,55-65
Metropolitano Sur,M,2015,26920,55-65
Metropolitano Occidente,M,2015,26709,55-65
Arica y Parinacota,M,2015,3068,55-65
Iquique y Tarapaca,M,2015,5108,55-65
Antofagasta,M,2015,8177,55-65
Atacama,M,2015,5056,55-65
Coquimbo,M,2015,12929,55-65
Viña del Mar y Quillota,M,2015,16516,55-65
Valparaiso y San Antonio,M,2015,9690,55-65
Aconcagua,M,2015,4901,55-65
Libertador B. O'Higgins,M,2015,16738,55-65
Maule,M,2015,20290,55-65
Concepcion,M,2015,11277,55-65
Talcahuano,M,2015,7163,55-65
Arauco,M,2015,3456,55-65
Bio-Bio y Los Angeles,M,2015,7554,55-65
Ñuble,M,2015,9690,55-65
Araucanía Sur,M,2015,13099,55-65
Araucanía Norte,M,2015,4083,55-65
Reloncavi,M,2015,6648,55-65
Chiloé,M,2015,2913,55-65
Osorno,M,2015,4666,55-65
Valdivia,M,2015,6491,55-65
Aysen,M,2015,1746,55-65
Magallanes,M,2015,3053,55-65
Metropolitano Central,M,2015,16152,55-65
Metropolitano Norte,M,2015,13476,55-65
Metropolitano Oriente,M,2015,12142,55-65
Metropolitano Sur-Oriente,M,2015,24529,55-65
Metropolitano Sur,M,2015,20374,55-65
Metropolitano Occidente,M,2015,20871,55-65
Arica y Parinacota,M,2015,2867,65-75
Iquique y Tarapaca,M,2015,3959,65-75
Antofagasta,M,2015,6328,65-75
Atacama,M,2015,3967,65-75
Coquimbo,M,2015,10605,65-75
Viña del Mar y Quillota,M,2015,14239,65-75
Valparaiso y San Antonio,M,2015,8541,65-75
Aconcagua,M,2015,4295,65-75
Libertador B. O'Higgins,M,2015,13670,65-75
Maule,M,2015,17365,65-75
Concepcion,M,2015,9102,65-75
Talcahuano,M,2015,5887,65-75
Arauco,M,2015,2822,65-75
Bio-Bio y Los Angeles,M,2015,6372,65-75
Ñuble,M,2015,8351,65-75
Araucanía Sur,M,2015,11448,65-75
Araucanía Norte,M,2015,3509,65-75
Reloncavi,M,2015,5801,65-75
Chiloé,M,2015,2544,65-75
Osorno,M,2015,4068,65-75
Valdivia,M,2015,5657,65-75
Aysen,M,2015,1455,65-75
Magallanes,M,2015,2633,65-75
Metropolitano Central,M,2015,14076,65-75
Metropolitano Norte,M,2015,11788,65-75
Metropolitano Oriente,M,2015,12165,65-75
Metropolitano Sur-Oriente,M,2015,20657,65-75
Metropolitano Sur,M,2015,17173,65-75
Metropolitano Occidente,M,2015,18606,65-75
Arica y Parinacota,M,2015,2417,65-75
Iquique y Tarapaca,M,2015,2729,65-75
Antofagasta,M,2015,4802,65-75
Atacama,M,2015,3439,65-75
Coquimbo,M,2015,8962,65-75
Viña del Mar y Quillota,M,2015,11891,65-75
Valparaiso y San Antonio,M,2015,6784,65-75
Aconcagua,M,2015,3433,65-75
Libertador B. O'Higgins,M,2015,10460,65-75
Maule,M,2015,13347,65-75
Concepcion,M,2015,6910,65-75
Talcahuano,M,2015,4492,65-75
Arauco,M,2015,2133,65-75
Bio-Bio y Los Angeles,M,2015,5452,65-75
Ñuble,M,2015,6624,65-75
Araucanía Sur,M,2015,9401,65-75
Araucanía Norte,M,2015,2964,65-75
Reloncavi,M,2015,4509,65-75
Chiloé,M,2015,2156,65-75
Osorno,M,2015,3214,65-75
Valdivia,M,2015,4370,65-75
Aysen,M,2015,1130,65-75
Magallanes,M,2015,2016,65-75
Metropolitano Central,M,2015,11438,65-75
Metropolitano Norte,M,2015,9395,65-75
Metropolitano Oriente,M,2015,10841,65-75
Metropolitano Sur-Oriente,M,2015,14820,65-75
Metropolitano Sur,M,2015,13486,65-75
Metropolitano Occidente,M,2015,14786,65-75
Arica y Parinacota,M,2015,1649,>75
Iquique y Tarapaca,M,2015,1642,>75
Antofagasta,M,2015,3042,>75
Atacama,M,2015,2466,>75
Coquimbo,M,2015,6326,>75
Viña del Mar y Quillota,M,2015,8263,>75
Valparaiso y San Antonio,M,2015,4528,>75
Aconcagua,M,2015,2181,>75
Libertador B. O'Higgins,M,2015,7232,>75
Maule,M,2015,9324,>75
Concepcion,M,2015,4545,>75
Talcahuano,M,2015,3046,>75
Arauco,M,2015,1480,>75
Bio-Bio y Los Angeles,M,2015,3782,>75
Ñuble,M,2015,4740,>75
Araucanía Sur,M,2015,6814,>75
Araucanía Norte,M,2015,2203,>75
Reloncavi,M,2015,3150,>75
Chiloé,M,2015,1483,>75
Osorno,M,2015,2445,>75
Valdivia,M,2015,3291,>75
Aysen,M,2015,765,>75
Magallanes,M,2015,1387,>75
Metropolitano Central,M,2015,7274,>75
Metropolitano Norte,M,2015,6206,>75
Metropolitano Oriente,M,2015,8004,>75
Metropolitano Sur-Oriente,M,2015,8886,>75
Metropolitano Sur,M,2015,8845,>75
Metropolitano Occidente,M,2015,9812,>75
Arica y Parinacota,M,2015,1455,>75
Iquique y Tarapaca,M,2015,1454,>75
Antofagasta,M,2015,2698,>75
Atacama,M,2015,2110,>75
Coquimbo,M,2015,6255,>75
Viña del Mar y Quillota,M,2015,8001,>75
Valparaiso y San Antonio,M,2015,4465,>75
Aconcagua,M,2015,2186,>75
Libertador B. O'Higgins,M,2015,7158,>75
Maule,M,2015,8585,>75
Concepcion,M,2015,4196,>75
Talcahuano,M,2015,2608,>75
Arauco,M,2015,1509,>75
Bio-Bio y Los Angeles,M,2015,3546,>75
Ñuble,M,2015,4190,>75
Araucanía Sur,M,2015,6623,>75
Araucanía Norte,M,2015,2219,>75
Reloncavi,M,2015,2880,>75
Chiloé,M,2015,1412,>75
Osorno,M,2015,2339,>75
Valdivia,M,2015,3213,>75
Aysen,M,2015,677,>75
Magallanes,M,2015,1218,>75
Metropolitano Central,M,2015,6658,>75
Metropolitano Norte,M,2015,5493,>75
Metropolitano Oriente,M,2015,8986,>75
Metropolitano Sur-Oriente,M,2015,7204,>75
Metropolitano Sur,M,2015,8808,>75
Metropolitano Occidente,M,2015,8139,>75
Arica y Parinacota,M,2016,6886,0-5
Iquique y Tarapaca,M,2016,10009,0-5
Antofagasta,M,2016,14381,0-5
Atacama,M,2016,8182,0-5
Coquimbo,M,2016,22303,0-5
Viña del Mar y Quillota,M,2016,23388,0-5
Valparaiso y San Antonio,M,2016,13193,0-5
Aconcagua,M,2016,7632,0-5
Libertador B. O'Higgins,M,2016,23346,0-5
Maule,M,2016,27431,0-5
Concepcion,M,2016,15601,0-5
Talcahuano,M,2016,8965,0-5
Arauco,M,2016,4831,0-5
Bio-Bio y Los Angeles,M,2016,10434,0-5
Ñuble,M,2016,11862,0-5
Araucanía Sur,M,2016,19794,0-5
Araucanía Norte,M,2016,5777,0-5
Reloncavi,M,2016,10390,0-5
Chiloé,M,2016,4257,0-5
Osorno,M,2016,5849,0-5
Valdivia,M,2016,9907,0-5
Aysen,M,2016,2366,0-5
Magallanes,M,2016,3501,0-5
Metropolitano Central,M,2016,23097,0-5
Metropolitano Norte,M,2016,23138,0-5
Metropolitano Oriente,M,2016,13410,0-5
Metropolitano Sur-Oriente,M,2016,35500,0-5
Metropolitano Sur,M,2016,29688,0-5
Metropolitano Occidente,M,2016,31292,0-5
Arica y Parinacota,M,2016,6808,5-15
Iquique y Tarapaca,M,2016,10683,5-15
Antofagasta,M,2016,14241,5-15
Atacama,M,2016,9437,5-15
Coquimbo,M,2016,23306,5-15
Viña del Mar y Quillota,M,2016,24696,5-15
Valparaiso y San Antonio,M,2016,13614,5-15
Aconcagua,M,2016,8004,5-15
Libertador B. O'Higgins,M,2016,25856,5-15
Maule,M,2016,30985,5-15
Concepcion,M,2016,16795,5-15
Talcahuano,M,2016,9976,5-15
Arauco,M,2016,5718,5-15
Bio-Bio y Los Angeles,M,2016,12592,5-15
Ñuble,M,2016,13280,5-15
Araucanía Sur,M,2016,22442,5-15
Araucanía Norte,M,2016,5758,5-15
Reloncavi,M,2016,12747,5-15
Chiloé,M,2016,5487,5-15
Osorno,M,2016,7397,5-15
Valdivia,M,2016,11000,5-15
Aysen,M,2016,3192,5-15
Magallanes,M,2016,3851,5-15
Metropolitano Central,M,2016,23161,5-15
Metropolitano Norte,M,2016,25307,5-15
Metropolitano Oriente,M,2016,15354,5-15
Metropolitano Sur-Oriente,M,2016,39853,5-15
Metropolitano Sur,M,2016,33092,5-15
Metropolitano Occidente,M,2016,35647,5-15
Arica y Parinacota,M,2016,6213,5-15
Iquique y Tarapaca,M,2016,9219,5-15
Antofagasta,M,2016,13372,5-15
Atacama,M,2016,8586,5-15
Coquimbo,M,2016,21290,5-15
Viña del Mar y Quillota,M,2016,23781,5-15
Valparaiso y San Antonio,M,2016,13198,5-15
Aconcagua,M,2016,7414,5-15
Libertador B. O'Higgins,M,2016,24645,5-15
Maule,M,2016,29845,5-15
Concepcion,M,2016,15915,5-15
Talcahuano,M,2016,9449,5-15
Arauco,M,2016,5669,5-15
Bio-Bio y Los Angeles,M,2016,12451,5-15
Ñuble,M,2016,13470,5-15
Araucanía Sur,M,2016,22022,5-15
Araucanía Norte,M,2016,6075,5-15
Reloncavi,M,2016,12503,5-15
Chiloé,M,2016,5734,5-15
Osorno,M,2016,7161,5-15
Valdivia,M,2016,10552,5-15
Aysen,M,2016,3252,5-15
Magallanes,M,2016,3816,5-15
Metropolitano Central,M,2016,21890,5-15
Metropolitano Norte,M,2016,24224,5-15
Metropolitano Oriente,M,2016,15180,5-15
Metropolitano Sur-Oriente,M,2016,38683,5-15
Metropolitano Sur,M,2016,30922,5-15
Metropolitano Occidente,M,2016,33768,5-15
Arica y Parinacota,M,2016,6513,15-25
Iquique y Tarapaca,M,2016,9546,15-25
Antofagasta,M,2016,14737,15-25
Atacama,M,2016,9036,15-25
Coquimbo,M,2016,22757,15-25
Viña del Mar y Quillota,M,2016,26759,15-25
Valparaiso y San Antonio,M,2016,14637,15-25
Aconcagua,M,2016,8369,15-25
Libertador B. O'Higgins,M,2016,27167,15-25
Maule,M,2016,32486,15-25
Concepcion,M,2016,17501,15-25
Talcahuano,M,2016,10586,15-25
Arauco,M,2016,6264,15-25
Bio-Bio y Los Angeles,M,2016,13680,15-25
Ñuble,M,2016,15029,15-25
Araucanía Sur,M,2016,24917,15-25
Araucanía Norte,M,2016,6766,15-25
Reloncavi,M,2016,13271,15-25
Chiloé,M,2016,6183,15-25
Osorno,M,2016,7756,15-25
Valdivia,M,2016,11567,15-25
Aysen,M,2016,3214,15-25
Magallanes,M,2016,4111,15-25
Metropolitano Central,M,2016,23819,15-25
Metropolitano Norte,M,2016,25272,15-25
Metropolitano Oriente,M,2016,17038,15-25
Metropolitano Sur-Oriente,M,2016,42118,15-25
Metropolitano Sur,M,2016,34022,15-25
Metropolitano Occidente,M,2016,37293,15-25
Arica y Parinacota,M,2016,6300,15-25
Iquique y Tarapaca,M,2016,9118,15-25
Antofagasta,M,2016,14971,15-25
Atacama,M,2016,9225,15-25
Coquimbo,M,2016,23067,15-25
Viña del Mar y Quillota,M,2016,26984,15-25
Valparaiso y San Antonio,M,2016,14667,15-25
Aconcagua,M,2016,8207,15-25
Libertador B. O'Higgins,M,2016,26653,15-25
Maule,M,2016,31518,15-25
Concepcion,M,2016,18003,15-25
Talcahuano,M,2016,10843,15-25
Arauco,M,2016,5659,15-25
Bio-Bio y Los Angeles,M,2016,13138,15-25
Ñuble,M,2016,14595,15-25
Araucanía Sur,M,2016,23825,15-25
Araucanía Norte,M,2016,6472,15-25
Reloncavi,M,2016,11846,15-25
Chiloé,M,2016,5761,15-25
Osorno,M,2016,7501,15-25
Valdivia,M,2016,11347,15-25
Aysen,M,2016,3320,15-25
Magallanes,M,2016,4007,15-25
Metropolitano Central,M,2016,23499,15-25
Metropolitano Norte,M,2016,22728,15-25
Metropolitano Oriente,M,2016,16629,15-25
Metropolitano Sur-Oriente,M,2016,38970,15-25
Metropolitano Sur,M,2016,31078,15-25
Metropolitano Occidente,M,2016,34524,15-25
Arica y Parinacota,M,2016,5637,25-35
Iquique y Tarapaca,M,2016,8799,25-35
Antofagasta,M,2016,14739,25-35
Atacama,M,2016,8751,25-35
Coquimbo,M,2016,22178,25-35
Viña del Mar y Quillota,M,2016,25697,25-35
Valparaiso y San Antonio,M,2016,14347,25-35
Aconcagua,M,2016,7808,25-35
Libertador B. O'Higgins,M,2016,25601,25-35
Maule,M,2016,29570,25-35
Concepcion,M,2016,17537,25-35
Talcahuano,M,2016,10353,25-35
Arauco,M,2016,5508,25-35
Bio-Bio y Los Angeles,M,2016,11830,25-35
Ñuble,M,2016,13479,25-35
Araucanía Sur,M,2016,21808,25-35
Araucanía Norte,M,2016,6094,25-35
Reloncavi,M,2016,11426,25-35
Chiloé,M,2016,4934,25-35
Osorno,M,2016,6876,25-35
Valdivia,M,2016,10122,25-35
Aysen,M,2016,3254,25-35
Magallanes,M,2016,4148,25-35
Metropolitano Central,M,2016,24813,25-35
Metropolitano Norte,M,2016,21910,25-35
Metropolitano Oriente,M,2016,16134,25-35
Metropolitano Sur-Oriente,M,2016,35757,25-35
Metropolitano Sur,M,2016,29750,25-35
Metropolitano Occidente,M,2016,32254,25-35
Arica y Parinacota,M,2016,4677,25-35
Iquique y Tarapaca,M,2016,8135,25-35
Antofagasta,M,2016,13007,25-35
Atacama,M,2016,7037,25-35
Coquimbo,M,2016,18787,25-35
Viña del Mar y Quillota,M,2016,22331,25-35
Valparaiso y San Antonio,M,2016,12495,25-35
Aconcagua,M,2016,6693,25-35
Libertador B. O'Higgins,M,2016,21414,25-35
Maule,M,2016,24640,25-35
Concepcion,M,2016,14366,25-35
Talcahuano,M,2016,8439,25-35
Arauco,M,2016,4820,25-35
Bio-Bio y Los Angeles,M,2016,10037,25-35
Ñuble,M,2016,11455,25-35
Araucanía Sur,M,2016,18108,25-35
