servicio,sexo,año,n,edad
Araucanía Norte,F,2013,5960,25-35
Araucanía Sur,F,2013,21218,25-35
Chiloé,F,2013,5805,25-35
Reloncavi,F,2013,12216,25-35
Osorno,F,2013,7277,25-35
Valdivia,F,2013,10718,25-35
Aysen,F,2013,3080,25-35
Magallanes,F,2013,4644,25-35
Metropolitano Central,F,2013,28829,25-35
Metropolitano Norte,F,2013,23918,25-35
Metropolitano Occidente,F,2013,34544,25-35
Metropolitano Oriente,F,2013,22717,25-35
Metropolitano Sur,F,2013,32794,25-35
Metropolitano Sur-Oriente,F,2013,39593,25-35
Arica y Parinacota,F,2013,6118,35-45
Iquique y Tarapaca,F,2013,8498,35-45
Antofagasta,F,2013,14089,35-45
Atacama,F,2013,7693,35-45
Coquimbo,F,2013,20519,35-45
Aconcagua,F,2013,7310,35-45
Valparaiso y San Antonio,F,2013,13729,35-45
Viña del Mar y Quillota,F,2013,25935,35-45
Libertador B. O'Higgins,F,2013,24826,35-45
Maule,F,2013,30427,35-45
Arauco,F,2013,5437,35-45
Bio-Bio y Los Angeles,F,2013,11681,35-45
Concepcion,F,2013,16335,35-45
Ñuble,F,2013,13566,35-45
Talcahuano,F,2013,9980,35-45
Araucanía Norte,F,2013,5785,35-45
Araucanía Sur,F,2013,20882,35-45
Chiloé,F,2013,5629,35-45
Reloncavi,F,2013,11855,35-45
Osorno,F,2013,7383,35-45
Valdivia,F,2013,10172,35-45
Aysen,F,2013,2876,35-45
Magallanes,F,2013,4534,35-45
Metropolitano Central,F,2013,26254,35-45
Metropolitano Norte,F,2013,23388,35-45
Metropolitano Occidente,F,2013,33965,35-45
Metropolitano Oriente,F,2013,22946,35-45
Metropolitano Sur,F,2013,29018,35-45
Metropolitano Sur-Oriente,F,2013,36170,35-45
Arica y Parinacota,F,2013,6622,35-45
Iquique y Tarapaca,F,2013,8207,35-45
Antofagasta,F,2013,13738,35-45
Atacama,F,2013,7858,35-45
Coquimbo,F,2013,20552,35-45
Aconcagua,F,2013,7392,35-45
Valparaiso y San Antonio,F,2013,13782,35-45
Viña del Mar y Quillota,F,2013,26215,35-45
Libertador B. O'Higgins,F,2013,25650,35-45
Maule,F,2013,31085,35-45
Arauco,F,2013,5732,35-45
Bio-Bio y Los Angeles,F,2013,13027,35-45
Concepcion,F,2013,17847,35-45
Ñuble,F,2013,15542,35-45
Talcahuano,F,2013,10823,35-45
Araucanía Norte,F,2013,6226,35-45
Araucanía Sur,F,2013,22295,35-45
Chiloé,F,2013,5606,35-45
Reloncavi,F,2013,12537,35-45
Osorno,F,2013,7597,35-45
Valdivia,F,2013,10935,35-45
Aysen,F,2013,2933,35-45
Magallanes,F,2013,4242,35-45
Metropolitano Central,F,2013,26788,35-45
Metropolitano Norte,F,2013,24790,35-45
Metropolitano Occidente,F,2013,35243,35-45
Metropolitano Oriente,F,2013,23785,35-45
Metropolitano Sur,F,2013,32043,35-45
Metropolitano Sur-Oriente,F,2013,38623,35-45
Arica y Parinacota,F,2013,6068,45-55
Iquique y Tarapaca,F,2013,7467,45-55
Antofagasta,F,2013,12591,45-55
Atacama,F,2013,8223,45-55
Coquimbo,F,2013,21330,45-55
Aconcagua,F,2013,8164,45-55
Valparaiso y San Antonio,F,2013,14990,45-55
Viña del Mar y Quillota,F,2013,28804,45-55
Libertador B. O'Higgins,F,2013,27491,45-55
Maule,F,2013,33664,45-55
Arauco,F,2013,5493,45-55
Bio-Bio y Los Angeles,F,2013,12752,45-55
Concepcion,F,2013,19366,45-55
Ñuble,F,2013,15996,45-55
Talcahuano,F,2013,11971,45-55
Araucanía Norte,F,2013,6521,45-55
Araucanía Sur,F,2013,21974,45-55
Chiloé,F,2013,5652,45-55
Reloncavi,F,2013,12398,45-55
Osorno,F,2013,7946,45-55
Valdivia,F,2013,12128,45-55
Aysen,F,2013,2838,45-55
Magallanes,F,2013,4478,45-55
Metropolitano Central,F,2013,28576,45-55
Metropolitano Norte,F,2013,24515,45-55
Metropolitano Occidente,F,2013,36709,45-55
Metropolitano Oriente,F,2013,24763,45-55
Metropolitano Sur,F,2013,33569,45-55
Metropolitano Sur-Oriente,F,2013,41616,45-55
Arica y Parinacota,F,2013,5928,45-55
Iquique y Tarapaca,F,2013,7326,45-55
Antofagasta,F,2013,12643,45-55
Atacama,F,2013,7754,45-55
Coquimbo,F,2013,19564,45-55
Aconcagua,F,2013,7691,45-55
Valparaiso y San Antonio,F,2013,14857,45-55
Viña del Mar y Quillota,F,2013,29008,45-55
Libertador B. O'Higgins,F,2013,25665,45-55
Maule,F,2013,30172,45-55
Arauco,F,2013,4904,45-55
Bio-Bio y Los Angeles,F,2013,11365,45-55
Concepcion,F,2013,18131,45-55
Ñuble,F,2013,14414,45-55
Talcahuano,F,2013,11650,45-55
Araucanía Norte,F,2013,6016,45-55
Araucanía Sur,F,2013,19564,45-55
Chiloé,F,2013,4652,45-55
Reloncavi,F,2013,10422,45-55
Osorno,F,2013,7145,45-55
Valdivia,F,2013,11048,45-55
Aysen,F,2013,2592,45-55
Magallanes,F,2013,4490,45-55
Metropolitano Central,F,2013,29218,45-55
Metropolitano Norte,F,2013,23039,45-55
Metropolitano Occidente,F,2013,34956,45-55
Metropolitano Oriente,F,2013,24452,45-55
Metropolitano Sur,F,2013,34290,45-55
Metropolitano Sur-Oriente,F,2013,42429,45-55
Arica y Parinacota,F,2013,4855,55-65
Iquique y Tarapaca,F,2013,6116,55-65
Antofagasta,F,2013,10347,55-65
Atacama,F,2013,6184,55-65
Coquimbo,F,2013,16501,55-65
Aconcagua,F,2013,6255,55-65
Valparaiso y San Antonio,F,2013,12855,55-65
Viña del Mar y Quillota,F,2013,24787,55-65
Libertador B. O'Higgins,F,2013,20723,55-65
Maule,F,2013,24985,55-65
Arauco,F,2013,4217,55-65
Bio-Bio y Los Angeles,F,2013,9257,55-65
Concepcion,F,2013,15190,55-65
Ñuble,F,2013,12113,55-65
Talcahuano,F,2013,9846,55-65
Araucanía Norte,F,2013,5091,55-65
Araucanía Sur,F,2013,16381,55-65
Chiloé,F,2013,3780,55-65
Reloncavi,F,2013,8296,55-65
Osorno,F,2013,5928,55-65
Valdivia,F,2013,8802,55-65
Aysen,F,2013,2160,55-65
Magallanes,F,2013,3677,55-65
Metropolitano Central,F,2013,24123,55-65
Metropolitano Norte,F,2013,18445,55-65
Metropolitano Occidente,F,2013,28686,55-65
Metropolitano Oriente,F,2013,21940,55-65
Metropolitano Sur,F,2013,28785,55-65
Metropolitano Sur-Oriente,F,2013,35375,55-65
Arica y Parinacota,F,2013,4462,55-65
Iquique y Tarapaca,F,2013,4947,55-65
Antofagasta,F,2013,8654,55-65
Atacama,F,2013,5225,55-65
Coquimbo,F,2013,13786,55-65
Aconcagua,F,2013,5245,55-65
Valparaiso y San Antonio,F,2013,11005,55-65
Viña del Mar y Quillota,F,2013,20544,55-65
Libertador B. O'Higgins,F,2013,16752,55-65
Maule,F,2013,21070,55-65
Arauco,F,2013,3427,55-65
Bio-Bio y Los Angeles,F,2013,7916,55-65
Concepcion,F,2013,13076,55-65
Ñuble,F,2013,10026,55-65
Talcahuano,F,2013,8217,55-65
Araucanía Norte,F,2013,4407,55-65
Araucanía Sur,F,2013,13911,55-65
Chiloé,F,2013,3170,55-65
Reloncavi,F,2013,6775,55-65
Osorno,F,2013,5054,55-65
Valdivia,F,2013,7759,55-65
Aysen,F,2013,1705,55-65
Magallanes,F,2013,3081,55-65
Metropolitano Central,F,2013,20084,55-65
Metropolitano Norte,F,2013,15561,55-65
Metropolitano Occidente,F,2013,24174,55-65
Metropolitano Oriente,F,2013,19829,55-65
Metropolitano Sur,F,2013,23528,55-65
Metropolitano Sur-Oriente,F,2013,28429,55-65
Arica y Parinacota,F,2013,3979,65-75
Iquique y Tarapaca,F,2013,3829,65-75
Antofagasta,F,2013,7171,65-75
Atacama,F,2013,4222,65-75
Coquimbo,F,2013,11700,65-75
Aconcagua,F,2013,4549,65-75
Valparaiso y San Antonio,F,2013,10032,65-75
Viña del Mar y Quillota,F,2013,18946,65-75
Libertador B. O'Higgins,F,2013,14228,65-75
Maule,F,2013,17540,65-75
Arauco,F,2013,2718,65-75
Bio-Bio y Los Angeles,F,2013,7021,65-75
Concepcion,F,2013,11024,65-75
Ñuble,F,2013,8795,65-75
Talcahuano,F,2013,7143,65-75
Araucanía Norte,F,2013,3897,65-75
Araucanía Sur,F,2013,12621,65-75
Chiloé,F,2013,2773,65-75
Reloncavi,F,2013,5957,65-75
Osorno,F,2013,4526,65-75
Valdivia,F,2013,6774,65-75
Aysen,F,2013,1303,65-75
Magallanes,F,2013,2724,65-75
Metropolitano Central,F,2013,18093,65-75
Metropolitano Norte,F,2013,13771,65-75
Metropolitano Occidente,F,2013,21722,65-75
Metropolitano Oriente,F,2013,19566,65-75
Metropolitano Sur,F,2013,20541,65-75
Metropolitano Sur-Oriente,F,2013,23830,65-75
Arica y Parinacota,F,2013,3095,65-75
Iquique y Tarapaca,F,2013,2841,65-75
Antofagasta,F,2013,5854,65-75
Atacama,F,2013,3478,65-75
Coquimbo,F,2013,9859,65-75
Aconcagua,F,2013,3579,65-75
Valparaiso y San Antonio,F,2013,8295,65-75
Viña del Mar y Quillota,F,2013,16113,65-75
Libertador B. O'Higgins,F,2013,10741,65-75
Maule,F,2013,13892,65-75
Arauco,F,2013,2070,65-75
Bio-Bio y Los Angeles,F,2013,5658,65-75
Concepcion,F,2013,9006,65-75
Ñuble,F,2013,7329,65-75
Talcahuano,F,2013,5993,65-75
Araucanía Norte,F,2013,3294,65-75
Araucanía Sur,F,2013,10530,65-75
Chiloé,F,2013,2560,65-75
Reloncavi,F,2013,4923,65-75
Osorno,F,2013,3689,65-75
Valdivia,F,2013,5737,65-75
Aysen,F,2013,1065,65-75
Magallanes,F,2013,2396,65-75
Metropolitano Central,F,2013,14269,65-75
Metropolitano Norte,F,2013,11237,65-75
Metropolitano Occidente,F,2013,17076,65-75
Metropolitano Oriente,F,2013,17263,65-75
Metropolitano Sur,F,2013,16773,65-75
Metropolitano Sur-Oriente,F,2013,17530,65-75
Arica y Parinacota,F,2013,2186,>75
Iquique y Tarapaca,F,2013,2018,>75
Antofagasta,F,2013,4203,>75
Atacama,F,2013,2478,>75
Coquimbo,F,2013,7545,>75
Aconcagua,F,2013,2618,>75
Valparaiso y San Antonio,F,2013,6428,>75
Viña del Mar y Quillota,F,2013,12505,>75
Libertador B. O'Higgins,F,2013,8205,>75
Maule,F,2013,10217,>75
Arauco,F,2013,1519,>75
Bio-Bio y Los Angeles,F,2013,4185,>75
Concepcion,F,2013,6242,>75
Ñuble,F,2013,5388,>75
Talcahuano,F,2013,4154,>75
Araucanía Norte,F,2013,2497,>75
Araucanía Sur,F,2013,8335,>75
Chiloé,F,2013,1918,>75
Reloncavi,F,2013,3563,>75
Osorno,F,2013,2913,>75
Valdivia,F,2013,4347,>75
Aysen,F,2013,744,>75
Magallanes,F,2013,1783,>75
Metropolitano Central,F,2013,10439,>75
Metropolitano Norte,F,2013,8323,>75
Metropolitano Occidente,F,2013,11815,>75
Metropolitano Oriente,F,2013,13367,>75
Metropolitano Sur,F,2013,12768,>75
Metropolitano Sur-Oriente,F,2013,11945,>75
Arica y Parinacota,F,2013,2500,>75
Iquique y Tarapaca,F,2013,2346,>75
Antofagasta,F,2013,4845,>75
Atacama,F,2013,2866,>75
Coquimbo,F,2013,8771,>75
Aconcagua,F,2013,3218,>75
Valparaiso y San Antonio,F,2013,8313,>75
Viña del Mar y Quillota,F,2013,16204,>75
Libertador B. O'Higgins,F,2013,9526,>75
Maule,F,2013,11549,>75
Arauco,F,2013,1709,>75
Bio-Bio y Los Angeles,F,2013,4873,>75
Concepcion,F,2013,7512,>75
Ñuble,F,2013,6012,>75
Talcahuano,F,2013,4716,>75
Araucanía Norte,F,2013,2958,>75
Araucanía Sur,F,2013,9772,>75
Chiloé,F,2013,2246,>75
Reloncavi,F,2013,4027,>75
Osorno,F,2013,3305,>75
Valdivia,F,2013,4960,>75
Aysen,F,2013,736,>75
Magallanes,F,2013,2050,>75
Metropolitano Central,F,2013,13672,>75
Metropolitano Norte,F,2013,10411,>75
Metropolitano Occidente,F,2013,13379,>75
Metropolitano Oriente,F,2013,21672,>75
Metropolitano Sur,F,2013,16984,>75
Metropolitano Sur-Oriente,F,2013,13162,>75
Arica y Parinacota,F,2014,4946,0-5
Iquique y Tarapaca,F,2014,8583,0-5
Antofagasta,F,2014,13585,0-5
Atacama,F,2014,8793,0-5
Coquimbo,F,2014,21260,0-5
Aconcagua,F,2014,7374,0-5
Valparaiso y San Antonio,F,2014,12785,0-5
Viña del Mar y Quillota,F,2014,21671,0-5
Libertador B. O'Higgins,F,2014,22184,0-5
Maule,F,2014,26319,0-5
Arauco,F,2014,4892,0-5
Bio-Bio y Los Angeles,F,2014,10186,0-5
Concepcion,F,2014,15271,0-5
Ñuble,F,2014,12961,0-5
Talcahuano,F,2014,7311,0-5
Araucanía Norte,F,2014,4829,0-5
Araucanía Sur,F,2014,18912,0-5
Chiloé,F,2014,3951,0-5
Reloncavi,F,2014,10286,0-5
Osorno,F,2014,6264,0-5
Valdivia,F,2014,8991,0-5
Aysen,F,2014,2217,0-5
Magallanes,F,2014,3467,0-5
Metropolitano Central,F,2014,21772,0-5
Metropolitano Norte,F,2014,22179,0-5
Metropolitano Occidente,F,2014,30403,0-5
Metropolitano Oriente,F,2014,13794,0-5
Metropolitano Sur,F,2014,30071,0-5
Metropolitano Sur-Oriente,F,2014,35112,0-5
Arica y Parinacota,F,2014,6087,5-15
Iquique y Tarapaca,F,2014,8888,5-15
Antofagasta,F,2014,13076,5-15
Atacama,F,2014,8847,5-15
Coquimbo,F,2014,20939,5-15
Aconcagua,F,2014,7490,5-15
Valparaiso y San Antonio,F,2014,12958,5-15
Viña del Mar y Quillota,F,2014,22671,5-15
Libertador B. O'Higgins,F,2014,23736,5-15
Maule,F,2014,28410,5-15
Arauco,F,2014,5298,5-15
Bio-Bio y Los Angeles,F,2014,11990,5-15
Concepcion,F,2014,15110,5-15
Ñuble,F,2014,14013,5-15
Talcahuano,F,2014,8162,5-15
Araucanía Norte,F,2014,5566,5-15
Araucanía Sur,F,2014,21198,5-15
Chiloé,F,2014,5296,5-15
Reloncavi,F,2014,12101,5-15
Osorno,F,2014,7083,5-15
Valdivia,F,2014,10180,5-15
Aysen,F,2014,2903,5-15
Magallanes,F,2014,3762,5-15
Metropolitano Central,F,2014,21476,5-15
Metropolitano Norte,F,2014,23505,5-15
Metropolitano Occidente,F,2014,33671,5-15
Metropolitano Oriente,F,2014,14969,5-15
Metropolitano Sur,F,2014,30954,5-15
Metropolitano Sur-Oriente,F,2014,38131,5-15
Arica y Parinacota,F,2014,5988,5-15
Iquique y Tarapaca,F,2014,8629,5-15
Antofagasta,F,2014,13108,5-15
Atacama,F,2014,8159,5-15
Coquimbo,F,2014,20506,5-15
Aconcagua,F,2014,7380,5-15
Valparaiso y San Antonio,F,2014,13248,5-15
Viña del Mar y Quillota,F,2014,23031,5-15
Libertador B. O'Higgins,F,2014,24017,5-15
Maule,F,2014,29257,5-15
Arauco,F,2014,5662,5-15
Bio-Bio y Los Angeles,F,2014,12399,5-15
Concepcion,F,2014,15862,5-15
Ñuble,F,2014,14453,5-15
Talcahuano,F,2014,8433,5-15
Araucanía Norte,F,2014,5849,5-15
Araucanía Sur,F,2014,21903,5-15
Chiloé,F,2014,5704,5-15
Reloncavi,F,2014,12282,5-15
Osorno,F,2014,7144,5-15
Valdivia,F,2014,10312,5-15
Aysen,F,2014,2900,5-15
Magallanes,F,2014,3709,5-15
Metropolitano Central,F,2014,21329,5-15
Metropolitano Norte,F,2014,23244,5-15
Metropolitano Occidente,F,2014,33839,5-15
Metropolitano Oriente,F,2014,15361,5-15
Metropolitano Sur,F,2014,31800,5-15
Metropolitano Sur-Oriente,F,2014,38749,5-15
Arica y Parinacota,F,2014,6168,15-25
Iquique y Tarapaca,F,2014,8948,15-25
Antofagasta,F,2014,14227,15-25
Atacama,F,2014,8772,15-25
Coquimbo,F,2014,21711,15-25
Aconcagua,F,2014,7961,15-25
Valparaiso y San Antonio,F,2014,14300,15-25
Viña del Mar y Quillota,F,2014,25202,15-25
Libertador B. O'Higgins,F,2014,26196,15-25
Maule,F,2014,31545,15-25
Arauco,F,2014,5995,15-25
Bio-Bio y Los Angeles,F,2014,13351,15-25
Concepcion,F,2014,16970,15-25
Ñuble,F,2014,16136,15-25
Talcahuano,F,2014,9456,15-25
Araucanía Norte,F,2014,6624,15-25
Araucanía Sur,F,2014,23897,15-25
Chiloé,F,2014,5954,15-25
Reloncavi,F,2014,12770,15-25
Osorno,F,2014,7842,15-25
Valdivia,F,2014,11058,15-25
Aysen,F,2014,2984,15-25
Magallanes,F,2014,4048,15-25
Metropolitano Central,F,2014,23249,15-25
Metropolitano Norte,F,2014,24782,15-25
Metropolitano Occidente,F,2014,36970,15-25
Metropolitano Oriente,F,2014,17186,15-25
Metropolitano Sur,F,2014,33663,15-25
Metropolitano Sur-Oriente,F,2014,42086,15-25
Arica y Parinacota,F,2014,6070,15-25
Iquique y Tarapaca,F,2014,9584,15-25
Antofagasta,F,2014,15943,15-25
Atacama,F,2014,9179,15-25
Coquimbo,F,2014,22319,15-25
Aconcagua,F,2014,8235,15-25
Valparaiso y San Antonio,F,2014,14869,15-25
Viña del Mar y Quillota,F,2014,26619,15-25
Libertador B. O'Higgins,F,2014,26500,15-25
Maule,F,2014,32711,15-25
Arauco,F,2014,5904,15-25
Bio-Bio y Los Angeles,F,2014,13735,15-25
Concepcion,F,2014,18352,15-25
Ñuble,F,2014,16407,15-25
Talcahuano,F,2014,9782,15-25
Araucanía Norte,F,2014,6964,15-25
Araucanía Sur,F,2014,24703,15-25
Chiloé,F,2014,5932,15-25
Reloncavi,F,2014,13459,15-25
Osorno,F,2014,8053,15-25
Valdivia,F,2014,11163,15-25
Aysen,F,2014,3230,15-25
Magallanes,F,2014,4539,15-25
Metropolitano Central,F,2014,27027,15-25
Metropolitano Norte,F,2014,26298,15-25
Metropolitano Occidente,F,2014,39155,15-25
Metropolitano Oriente,F,2014,19968,15-25
Metropolitano Sur,F,2014,35916,15-25
Metropolitano Sur-Oriente,F,2014,45621,15-25
Arica y Parinacota,F,2014,6575,25-35
Iquique y Tarapaca,F,2014,10487,25-35
Antofagasta,F,2014,17285,25-35
Atacama,F,2014,9460,25-35
Coquimbo,F,2014,23587,25-35
Aconcagua,F,2014,8574,25-35
Valparaiso y San Antonio,F,2014,16168,25-35
Viña del Mar y Quillota,F,2014,28869,25-35
Libertador B. O'Higgins,F,2014,27129,25-35
Maule,F,2014,32825,25-35
Arauco,F,2014,5781,25-35
Bio-Bio y Los Angeles,F,2014,12695,25-35
Concepcion,F,2014,19408,25-35
Ñuble,F,2014,16846,25-35
Talcahuano,F,2014,10165,25-35
Araucanía Norte,F,2014,6564,25-35
Araucanía Sur,F,2014,23775,25-35
Chiloé,F,2014,5915,25-35
Reloncavi,F,2014,13113,25-35
Osorno,F,2014,7934,25-35
Valdivia,F,2014,10481,25-35
Aysen,F,2014,3343,25-35
Magallanes,F,2014,5166,25-35
Metropolitano Central,F,2014,32061,25-35
Metropolitano Norte,F,2014,26573,25-35
Metropolitano Occidente,F,2014,38732,25-35
Metropolitano Oriente,F,2014,22807,25-35
Metropolitano Sur,F,2014,36183,25-35
Metropolitano Sur-Oriente,F,2014,44557,25-35
Arica y Parinacota,F,2014,6126,25-35
Iquique y Tarapaca,F,2014,10064,25-35
Antofagasta,F,2014,16306,25-35
Atacama,F,2014,8559,25-35
Coquimbo,F,2014,21587,25-35
Aconcagua,F,2014,8032,25-35
Valparaiso y San Antonio,F,2014,15306,25-35
Viña del Mar y Quillota,F,2014,27038,25-35
Libertador B. O'Higgins,F,2014,24443,25-35
Maule,F,2014,30474,25-35
Arauco,F,2014,5592,25-35
Bio-Bio y Los Angeles,F,2014,12145,25-35
Concepcion,F,2014,17846,25-35
Ñuble,F,2014,15379,25-35
Talcahuano,F,2014,8998,25-35
Araucanía Norte,F,2014,5943,25-35
Araucanía Sur,F,2014,21807,25-35
Chiloé,F,2014,5867,25-35
Reloncavi,F,2014,12386,25-35
Osorno,F,2014,7300,25-35
Valdivia,F,2014,9874,25-35
Aysen,F,2014,3141,25-35
Magallanes,F,2014,4908,25-35
Metropolitano Central,F,2014,29685,25-35
Metropolitano Norte,F,2014,24490,25-35
Metropolitano Occidente,F,2014,34968,25-35
Metropolitano Oriente,F,2014,22578,25-35
Metropolitano Sur,F,2014,33687,25-35
Metropolitano Sur-Oriente,F,2014,40427,25-35
Arica y Parinacota,F,2014,5484,35-45
Iquique y Tarapaca,F,2014,8634,35-45
Antofagasta,F,2014,14729,35-45
Atacama,F,2014,7822,35-45
Coquimbo,F,2014,20277,35-45
Aconcagua,F,2014,7247,35-45
Valparaiso y San Antonio,F,2014,14002,35-45
Viña del Mar y Quillota,F,2014,24511,35-45
Libertador B. O'Higgins,F,2014,24222,35-45
Maule,F,2014,29562,35-45
Arauco,F,2014,5367,35-45
Bio-Bio y Los Angeles,F,2014,11509,35-45
Concepcion,F,2014,16217,35-45
Ñuble,F,2014,14407,35-45
Talcahuano,F,2014,8716,35-45
Araucanía Norte,F,2014,5569,35-45
Araucanía Sur,F,2014,20907,35-45
Chiloé,F,2014,5661,35-45
Reloncavi,F,2014,11861,35-45
Osorno,F,2014,7389,35-45
Valdivia,F,2014,9109,35-45
Aysen,F,2014,3007,35-45
Magallanes,F,2014,4715,35-45
Metropolitano Central,F,2014,26472,35-45
Metropolitano Norte,F,2014,23238,35-45
Metropolitano Occidente,F,2014,33454,35-45
Metropolitano Oriente,F,2014,22602,35-45
Metropolitano Sur,F,2014,29044,35-45
Metropolitano Sur-Oriente,F,2014,35660,35-45
Arica y Parinacota,F,2014,6069,35-45
Iquique y Tarapaca,F,2014,8289,35-45
Antofagasta,F,2014,14438,35-45
Atacama,F,2014,7910,35-45
Coquimbo,F,2014,21036,35-45
Aconcagua,F,2014,7618,35-45
Valparaiso y San Antonio,F,2014,14215,35-45
Viña del Mar y Quillota,F,2014,25134,35-45
Libertador B. O'Higgins,F,2014,25796,35-45
Maule,F,2014,31272,35-45
Arauco,F,2014,5773,35-45
Bio-Bio y Los Angeles,F,2014,13046,35-45
Concepcion,F,2014,18012,35-45
Ñuble,F,2014,16805,35-45
Talcahuano,F,2014,9760,35-45
Araucanía Norte,F,2014,6237,35-45
Araucanía Sur,F,2014,22714,35-45
Chiloé,F,2014,5722,35-45
Reloncavi,F,2014,12632,35-45
Osorno,F,2014,7866,35-45
Valdivia,F,2014,10043,35-45
Aysen,F,2014,2961,35-45
Magallanes,F,2014,4425,35-45
Metropolitano Central,F,2014,27349,35-45
Metropolitano Norte,F,2014,25417,35-45
Metropolitano Occidente,F,2014,36265,35-45
Metropolitano Oriente,F,2014,24177,35-45
Metropolitano Sur,F,2014,32239,35-45
Metropolitano Sur-Oriente,F,2014,39428,35-45
Arica y Parinacota,F,2014,5401,45-55
Iquique y Tarapaca,F,2014,7523,45-55
Antofagasta,F,2014,12918,45-55
Atacama,F,2014,8246,45-55
Coquimbo,F,2014,21370,45-55
Aconcagua,F,2014,7949,45-55
Valparaiso y San Antonio,F,2014,14907,45-55
Viña del Mar y Quillota,F,2014,26489,45-55
Libertador B. O'Higgins,F,2014,26954,45-55
Maule,F,2014,33413,45-55
Arauco,F,2014,5549,45-55
Bio-Bio y Los Angeles,F,2014,12922,45-55
Concepcion,F,2014,19213,45-55
Ñuble,F,2014,17160,45-55
Talcahuano,F,2014,10721,45-55
Araucanía Norte,F,2014,6466,45-55
Araucanía Sur,F,2014,22515,45-55
Chiloé,F,2014,5822,45-55
Reloncavi,F,2014,12547,45-55
Osorno,F,2014,7973,45-55
Valdivia,F,2014,11062,45-55
Aysen,F,2014,2888,45-55
Magallanes,F,2014,4474,45-55
Metropolitano Central,F,2014,27962,45-55
Metropolitano Norte,F,2014,24678,45-55
Metropolitano Occidente,F,2014,36255,45-55
Metropolitano Oriente,F,2014,24610,45-55
Metropolitano Sur,F,2014,33124,45-55
Metropolitano Sur-Oriente,F,2014,40705,45-55
Arica y Parinacota,F,2014,5416,45-55
Iquique y Tarapaca,F,2014,7447,45-55
Antofagasta,F,2014,13081,45-55
Atacama,F,2014,8018,45-55
Coquimbo,F,2014,20499,45-55
Aconcagua,F,2014,7928,45-55
Valparaiso y San Antonio,F,2014,15464,45-55
Viña del Mar y Quillota,F,2014,28087,45-55
Libertador B. O'Higgins,F,2014,26084,45-55
Maule,F,2014,31067,45-55
Arauco,F,2014,4996,45-55
Bio-Bio y Los Angeles,F,2014,11658,45-55
Concepcion,F,2014,18665,45-55
Ñuble,F,2014,15718,45-55
Talcahuano,F,2014,10928,45-55
Araucanía Norte,F,2014,6235,45-55
Araucanía Sur,F,2014,20612,45-55
Chiloé,F,2014,4901,45-55
Reloncavi,F,2014,11137,45-55
Osorno,F,2014,7436,45-55
Valdivia,F,2014,10528,45-55
Aysen,F,2014,2692,45-55
Magallanes,F,2014,4638,45-55
Metropolitano Central,F,2014,30147,45-55
Metropolitano Norte,F,2014,24064,45-55
Metropolitano Occidente,F,2014,36226,45-55
Metropolitano Oriente,F,2014,25266,45-55
Metropolitano Sur,F,2014,35025,45-55
Metropolitano Sur-Oriente,F,2014,43572,45-55
Arica y Parinacota,F,2014,4464,55-65
Iquique y Tarapaca,F,2014,6388,55-65
Antofagasta,F,2014,10980,55-65
Atacama,F,2014,6591,55-65
Coquimbo,F,2014,17209,55-65
Aconcagua,F,2014,6479,55-65
Valparaiso y San Antonio,F,2014,13637,55-65
Viña del Mar y Quillota,F,2014,24441,55-65
Libertador B. O'Higgins,F,2014,21716,55-65
Maule,F,2014,26038,55-65
Arauco,F,2014,4330,55-65
Bio-Bio y Los Angeles,F,2014,9727,55-65
Concepcion,F,2014,15671,55-65
Ñuble,F,2014,13409,55-65
Talcahuano,F,2014,9572,55-65
Araucanía Norte,F,2014,5205,55-65
Araucanía Sur,F,2014,17207,55-65
Chiloé,F,2014,4079,55-65
Reloncavi,F,2014,8622,55-65
Osorno,F,2014,6242,55-65
Valdivia,F,2014,8275,55-65
Aysen,F,2014,2308,55-65
Magallanes,F,2014,3945,55-65
Metropolitano Central,F,2014,25356,55-65
Metropolitano Norte,F,2014,19552,55-65
Metropolitano Occidente,F,2014,30070,55-65
Metropolitano Oriente,F,2014,22471,55-65
Metropolitano Sur,F,2014,30318,55-65
Metropolitano Sur-Oriente,F,2014,37359,55-65
Arica y Parinacota,F,2014,3951,55-65
Iquique y Tarapaca,F,2014,5189,55-65
Antofagasta,F,2014,9135,55-65
Atacama,F,2014,5397,55-65
Coquimbo,F,2014,14574,55-65
Aconcagua,F,2014,5513,55-65
Valparaiso y San Antonio,F,2014,11482,55-65
Viña del Mar y Quillota,F,2014,19872,55-65
Libertador B. O'Higgins,F,2014,17403,55-65
Maule,F,2014,21790,55-65
Arauco,F,2014,3620,55-65
Bio-Bio y Los Angeles,F,2014,8113,55-65
Concepcion,F,2014,13547,55-65
Ñuble,F,2014,10892,55-65
Talcahuano,F,2014,8066,55-65
Araucanía Norte,F,2014,4601,55-65
Araucanía Sur,F,2014,14567,55-65
Chiloé,F,2014,3227,55-65
Reloncavi,F,2014,7146,55-65
Osorno,F,2014,5295,55-65
Valdivia,F,2014,7177,55-65
Aysen,F,2014,1811,55-65
Magallanes,F,2014,3196,55-65
Metropolitano Central,F,2014,20751,55-65
Metropolitano Norte,F,2014,15979,55-65
Metropolitano Occidente,F,2014,24717,55-65
Metropolitano Oriente,F,2014,20182,55-65
Metropolitano Sur,F,2014,24106,55-65
Metropolitano Sur-Oriente,F,2014,29531,55-65
Arica y Parinacota,F,2014,3603,65-75
